"sentence","left_image","right_image"
"Hollow outline vs filled in solid","../bp_images/p0003/2.png","../bp_images/p0003/9.png"
"Hollow outline vs filled in solid","../bp_images/p0003/3.png","../bp_images/p0003/9.png"
"Hollow outline vs filled in solid","../bp_images/p0003/4.png","../bp_images/p0003/9.png"
"Hollow outline vs filled in solid","../bp_images/p0003/5.png","../bp_images/p0003/9.png"
"Hollow outline vs filled in solid","../bp_images/p0003/0.png","../bp_images/p0003/10.png"
"Hollow outline vs filled in solid","../bp_images/p0003/1.png","../bp_images/p0003/10.png"
"Hollow outline vs filled in solid","../bp_images/p0003/2.png","../bp_images/p0003/10.png"
"Hollow outline vs filled in solid","../bp_images/p0003/3.png","../bp_images/p0003/10.png"
"Hollow outline vs filled in solid","../bp_images/p0003/4.png","../bp_images/p0003/10.png"
"Hollow outline vs filled in solid","../bp_images/p0003/5.png","../bp_images/p0003/10.png"
"Hollow outline vs filled in solid","../bp_images/p0003/0.png","../bp_images/p0003/11.png"
"Hollow outline vs filled in solid","../bp_images/p0003/1.png","../bp_images/p0003/11.png"
"Hollow outline vs filled in solid","../bp_images/p0003/2.png","../bp_images/p0003/11.png"
"Hollow outline vs filled in solid","../bp_images/p0003/3.png","../bp_images/p0003/11.png"
"Hollow outline vs filled in solid","../bp_images/p0003/4.png","../bp_images/p0003/11.png"
"Hollow outline vs filled in solid","../bp_images/p0003/5.png","../bp_images/p0003/11.png"
"Convex vs concave","../bp_images/p0004/0.png","../bp_images/p0004/6.png"
"Convex vs concave","../bp_images/p0004/1.png","../bp_images/p0004/6.png"
"Convex vs concave","../bp_images/p0004/2.png","../bp_images/p0004/6.png"
"Convex vs concave","../bp_images/p0004/3.png","../bp_images/p0004/6.png"
"Convex vs concave","../bp_images/p0004/4.png","../bp_images/p0004/6.png"
"Convex vs concave","../bp_images/p0004/5.png","../bp_images/p0004/6.png"
"Convex vs concave","../bp_images/p0004/0.png","../bp_images/p0004/7.png"
"Convex vs concave","../bp_images/p0004/1.png","../bp_images/p0004/7.png"
"Convex vs concave","../bp_images/p0004/2.png","../bp_images/p0004/7.png"
"Convex vs concave","../bp_images/p0004/3.png","../bp_images/p0004/7.png"
"Convex vs concave","../bp_images/p0004/4.png","../bp_images/p0004/7.png"
"Convex vs concave","../bp_images/p0004/5.png","../bp_images/p0004/7.png"
"Convex vs concave","../bp_images/p0004/0.png","../bp_images/p0004/8.png"
"Convex vs concave","../bp_images/p0004/1.png","../bp_images/p0004/8.png"
"Convex vs concave","../bp_images/p0004/2.png","../bp_images/p0004/8.png"
"Convex vs concave","../bp_images/p0004/3.png","../bp_images/p0004/8.png"
"Convex vs concave","../bp_images/p0004/4.png","../bp_images/p0004/8.png"
"Convex vs concave","../bp_images/p0004/5.png","../bp_images/p0004/8.png"
"Convex vs concave","../bp_images/p0004/0.png","../bp_images/p0004/9.png"
"Convex vs concave","../bp_images/p0004/1.png","../bp_images/p0004/9.png"
"Convex vs concave","../bp_images/p0004/2.png","../bp_images/p0004/9.png"
"Convex vs concave","../bp_images/p0004/3.png","../bp_images/p0004/9.png"
"Convex vs concave","../bp_images/p0004/4.png","../bp_images/p0004/9.png"
"Convex vs concave","../bp_images/p0004/5.png","../bp_images/p0004/9.png"
"Convex vs concave","../bp_images/p0004/0.png","../bp_images/p0004/10.png"
"Convex vs concave","../bp_images/p0004/1.png","../bp_images/p0004/10.png"
"Convex vs concave","../bp_images/p0004/2.png","../bp_images/p0004/10.png"
"Convex vs concave","../bp_images/p0004/3.png","../bp_images/p0004/10.png"
"Convex vs concave","../bp_images/p0004/4.png","../bp_images/p0004/10.png"
"Convex vs concave","../bp_images/p0004/5.png","../bp_images/p0004/10.png"
"Convex vs concave","../bp_images/p0004/0.png","../bp_images/p0004/11.png"
"Convex vs concave","../bp_images/p0004/1.png","../bp_images/p0004/11.png"
"Convex vs concave","../bp_images/p0004/2.png","../bp_images/p0004/11.png"
"Convex vs concave","../bp_images/p0004/3.png","../bp_images/p0004/11.png"
"Convex vs concave","../bp_images/p0004/4.png","../bp_images/p0004/11.png"
"Convex vs concave","../bp_images/p0004/5.png","../bp_images/p0004/11.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/0.png","../bp_images/p0005/6.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/1.png","../bp_images/p0005/6.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/2.png","../bp_images/p0005/6.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/3.png","../bp_images/p0005/6.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/4.png","../bp_images/p0005/6.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/5.png","../bp_images/p0005/6.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/0.png","../bp_images/p0005/7.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/1.png","../bp_images/p0005/7.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/2.png","../bp_images/p0005/7.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/3.png","../bp_images/p0005/7.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/4.png","../bp_images/p0005/7.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/5.png","../bp_images/p0005/7.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/0.png","../bp_images/p0005/8.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/1.png","../bp_images/p0005/8.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/2.png","../bp_images/p0005/8.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/3.png","../bp_images/p0005/8.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/4.png","../bp_images/p0005/8.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/5.png","../bp_images/p0005/8.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/0.png","../bp_images/p0005/9.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/1.png","../bp_images/p0005/9.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/2.png","../bp_images/p0005/9.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/3.png","../bp_images/p0005/9.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/4.png","../bp_images/p0005/9.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/5.png","../bp_images/p0005/9.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/0.png","../bp_images/p0005/10.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/1.png","../bp_images/p0005/10.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/2.png","../bp_images/p0005/10.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/3.png","../bp_images/p0005/10.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/4.png","../bp_images/p0005/10.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/5.png","../bp_images/p0005/10.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/0.png","../bp_images/p0005/11.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/1.png","../bp_images/p0005/11.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/2.png","../bp_images/p0005/11.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/3.png","../bp_images/p0005/11.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/4.png","../bp_images/p0005/11.png"
"Is polygon vs is smooth without straight lines or corners","../bp_images/p0005/5.png","../bp_images/p0005/11.png"
"Triangle vs quadrilateral","../bp_images/p0006/0.png","../bp_images/p0006/6.png"
"Triangle vs quadrilateral","../bp_images/p0006/1.png","../bp_images/p0006/6.png"
"Triangle vs quadrilateral","../bp_images/p0006/2.png","../bp_images/p0006/6.png"
"Triangle vs quadrilateral","../bp_images/p0006/3.png","../bp_images/p0006/6.png"
"Triangle vs quadrilateral","../bp_images/p0006/4.png","../bp_images/p0006/6.png"
"Triangle vs quadrilateral","../bp_images/p0006/5.png","../bp_images/p0006/6.png"
"Triangle vs quadrilateral","../bp_images/p0006/0.png","../bp_images/p0006/7.png"
"Triangle vs quadrilateral","../bp_images/p0006/1.png","../bp_images/p0006/7.png"
"Triangle vs quadrilateral","../bp_images/p0006/2.png","../bp_images/p0006/7.png"
"Triangle vs quadrilateral","../bp_images/p0006/3.png","../bp_images/p0006/7.png"
"Triangle vs quadrilateral","../bp_images/p0006/4.png","../bp_images/p0006/7.png"
"Triangle vs quadrilateral","../bp_images/p0006/5.png","../bp_images/p0006/7.png"
"Triangle vs quadrilateral","../bp_images/p0006/0.png","../bp_images/p0006/8.png"
"Triangle vs quadrilateral","../bp_images/p0006/1.png","../bp_images/p0006/8.png"
"Triangle vs quadrilateral","../bp_images/p0006/2.png","../bp_images/p0006/8.png"
"Triangle vs quadrilateral","../bp_images/p0006/3.png","../bp_images/p0006/8.png"
"Triangle vs quadrilateral","../bp_images/p0006/4.png","../bp_images/p0006/8.png"
"Triangle vs quadrilateral","../bp_images/p0006/5.png","../bp_images/p0006/8.png"
"Triangle vs quadrilateral","../bp_images/p0006/0.png","../bp_images/p0006/9.png"
"Triangle vs quadrilateral","../bp_images/p0006/1.png","../bp_images/p0006/9.png"
"Triangle vs quadrilateral","../bp_images/p0006/2.png","../bp_images/p0006/9.png"
"Triangle vs quadrilateral","../bp_images/p0006/3.png","../bp_images/p0006/9.png"
"Triangle vs quadrilateral","../bp_images/p0006/4.png","../bp_images/p0006/9.png"
"Triangle vs quadrilateral","../bp_images/p0006/5.png","../bp_images/p0006/9.png"
"Triangle vs quadrilateral","../bp_images/p0006/0.png","../bp_images/p0006/10.png"
"Triangle vs quadrilateral","../bp_images/p0006/1.png","../bp_images/p0006/10.png"
"Triangle vs quadrilateral","../bp_images/p0006/2.png","../bp_images/p0006/10.png"
"Triangle vs quadrilateral","../bp_images/p0006/3.png","../bp_images/p0006/10.png"
"Triangle vs quadrilateral","../bp_images/p0006/4.png","../bp_images/p0006/10.png"
"Triangle vs quadrilateral","../bp_images/p0006/5.png","../bp_images/p0006/10.png"
"Triangle vs quadrilateral","../bp_images/p0006/0.png","../bp_images/p0006/11.png"
"Triangle vs quadrilateral","../bp_images/p0006/1.png","../bp_images/p0006/11.png"
"Triangle vs quadrilateral","../bp_images/p0006/2.png","../bp_images/p0006/11.png"
"Triangle vs quadrilateral","../bp_images/p0006/3.png","../bp_images/p0006/11.png"
"Triangle vs quadrilateral","../bp_images/p0006/4.png","../bp_images/p0006/11.png"
"Triangle vs quadrilateral","../bp_images/p0006/5.png","../bp_images/p0006/11.png"
"Taller than wide vs wider than tall","../bp_images/p0007/0.png","../bp_images/p0007/6.png"
"Taller than wide vs wider than tall","../bp_images/p0007/1.png","../bp_images/p0007/6.png"
"Taller than wide vs wider than tall","../bp_images/p0007/2.png","../bp_images/p0007/6.png"
"Taller than wide vs wider than tall","../bp_images/p0007/3.png","../bp_images/p0007/6.png"
"Taller than wide vs wider than tall","../bp_images/p0007/4.png","../bp_images/p0007/6.png"
"Taller than wide vs wider than tall","../bp_images/p0007/5.png","../bp_images/p0007/6.png"
"Taller than wide vs wider than tall","../bp_images/p0007/0.png","../bp_images/p0007/7.png"
"Taller than wide vs wider than tall","../bp_images/p0007/1.png","../bp_images/p0007/7.png"
"Taller than wide vs wider than tall","../bp_images/p0007/2.png","../bp_images/p0007/7.png"
"Taller than wide vs wider than tall","../bp_images/p0007/3.png","../bp_images/p0007/7.png"
"Taller than wide vs wider than tall","../bp_images/p0007/4.png","../bp_images/p0007/7.png"
"Taller than wide vs wider than tall","../bp_images/p0007/5.png","../bp_images/p0007/7.png"
"Taller than wide vs wider than tall","../bp_images/p0007/0.png","../bp_images/p0007/8.png"
"Taller than wide vs wider than tall","../bp_images/p0007/1.png","../bp_images/p0007/8.png"
"Taller than wide vs wider than tall","../bp_images/p0007/2.png","../bp_images/p0007/8.png"
"Taller than wide vs wider than tall","../bp_images/p0007/3.png","../bp_images/p0007/8.png"
"Taller than wide vs wider than tall","../bp_images/p0007/4.png","../bp_images/p0007/8.png"
"Taller than wide vs wider than tall","../bp_images/p0007/5.png","../bp_images/p0007/8.png"
"Taller than wide vs wider than tall","../bp_images/p0007/0.png","../bp_images/p0007/9.png"
"Taller than wide vs wider than tall","../bp_images/p0007/1.png","../bp_images/p0007/9.png"
"Taller than wide vs wider than tall","../bp_images/p0007/2.png","../bp_images/p0007/9.png"
"Taller than wide vs wider than tall","../bp_images/p0007/3.png","../bp_images/p0007/9.png"
"Taller than wide vs wider than tall","../bp_images/p0007/4.png","../bp_images/p0007/9.png"
"Taller than wide vs wider than tall","../bp_images/p0007/5.png","../bp_images/p0007/9.png"
"Taller than wide vs wider than tall","../bp_images/p0007/0.png","../bp_images/p0007/10.png"
"Taller than wide vs wider than tall","../bp_images/p0007/1.png","../bp_images/p0007/10.png"
"Taller than wide vs wider than tall","../bp_images/p0007/2.png","../bp_images/p0007/10.png"
"Taller than wide vs wider than tall","../bp_images/p0007/3.png","../bp_images/p0007/10.png"
"Taller than wide vs wider than tall","../bp_images/p0007/4.png","../bp_images/p0007/10.png"
"Taller than wide vs wider than tall","../bp_images/p0007/5.png","../bp_images/p0007/10.png"
"Taller than wide vs wider than tall","../bp_images/p0007/0.png","../bp_images/p0007/11.png"
"Taller than wide vs wider than tall","../bp_images/p0007/1.png","../bp_images/p0007/11.png"
"Taller than wide vs wider than tall","../bp_images/p0007/2.png","../bp_images/p0007/11.png"
"Taller than wide vs wider than tall","../bp_images/p0007/3.png","../bp_images/p0007/11.png"
"Taller than wide vs wider than tall","../bp_images/p0007/4.png","../bp_images/p0007/11.png"
"Taller than wide vs wider than tall","../bp_images/p0007/5.png","../bp_images/p0007/11.png"
"Positioned right vs positioned left","../bp_images/p0008/0.png","../bp_images/p0008/6.png"
"Positioned right vs positioned left","../bp_images/p0008/1.png","../bp_images/p0008/6.png"
"Positioned right vs positioned left","../bp_images/p0008/2.png","../bp_images/p0008/6.png"
"Positioned right vs positioned left","../bp_images/p0008/3.png","../bp_images/p0008/6.png"
"Positioned right vs positioned left","../bp_images/p0008/4.png","../bp_images/p0008/6.png"
"Positioned right vs positioned left","../bp_images/p0008/5.png","../bp_images/p0008/6.png"
"Positioned right vs positioned left","../bp_images/p0008/0.png","../bp_images/p0008/7.png"
"Positioned right vs positioned left","../bp_images/p0008/1.png","../bp_images/p0008/7.png"
"Positioned right vs positioned left","../bp_images/p0008/2.png","../bp_images/p0008/7.png"
"Positioned right vs positioned left","../bp_images/p0008/3.png","../bp_images/p0008/7.png"
"Positioned right vs positioned left","../bp_images/p0008/4.png","../bp_images/p0008/7.png"
"Positioned right vs positioned left","../bp_images/p0008/5.png","../bp_images/p0008/7.png"
"Positioned right vs positioned left","../bp_images/p0008/0.png","../bp_images/p0008/8.png"
"Positioned right vs positioned left","../bp_images/p0008/1.png","../bp_images/p0008/8.png"
"Positioned right vs positioned left","../bp_images/p0008/2.png","../bp_images/p0008/8.png"
"Positioned right vs positioned left","../bp_images/p0008/3.png","../bp_images/p0008/8.png"
"Positioned right vs positioned left","../bp_images/p0008/4.png","../bp_images/p0008/8.png"
"Positioned right vs positioned left","../bp_images/p0008/5.png","../bp_images/p0008/8.png"
"Positioned right vs positioned left","../bp_images/p0008/0.png","../bp_images/p0008/9.png"
"Positioned right vs positioned left","../bp_images/p0008/1.png","../bp_images/p0008/9.png"
"Positioned right vs positioned left","../bp_images/p0008/2.png","../bp_images/p0008/9.png"
"Positioned right vs positioned left","../bp_images/p0008/3.png","../bp_images/p0008/9.png"
"Positioned right vs positioned left","../bp_images/p0008/4.png","../bp_images/p0008/9.png"
"Positioned right vs positioned left","../bp_images/p0008/5.png","../bp_images/p0008/9.png"
"Positioned right vs positioned left","../bp_images/p0008/0.png","../bp_images/p0008/10.png"
"Positioned right vs positioned left","../bp_images/p0008/1.png","../bp_images/p0008/10.png"
"Positioned right vs positioned left","../bp_images/p0008/2.png","../bp_images/p0008/10.png"
"Positioned right vs positioned left","../bp_images/p0008/3.png","../bp_images/p0008/10.png"
"Positioned right vs positioned left","../bp_images/p0008/4.png","../bp_images/p0008/10.png"
"Positioned right vs positioned left","../bp_images/p0008/5.png","../bp_images/p0008/10.png"
"Positioned right vs positioned left","../bp_images/p0008/0.png","../bp_images/p0008/11.png"
"Positioned right vs positioned left","../bp_images/p0008/1.png","../bp_images/p0008/11.png"
"Positioned right vs positioned left","../bp_images/p0008/2.png","../bp_images/p0008/11.png"
"Positioned right vs positioned left","../bp_images/p0008/3.png","../bp_images/p0008/11.png"
"Positioned right vs positioned left","../bp_images/p0008/4.png","../bp_images/p0008/11.png"
"Positioned right vs positioned left","../bp_images/p0008/5.png","../bp_images/p0008/11.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/0.png","../bp_images/p0009/6.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/1.png","../bp_images/p0009/6.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/2.png","../bp_images/p0009/6.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/3.png","../bp_images/p0009/6.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/4.png","../bp_images/p0009/6.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/5.png","../bp_images/p0009/6.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/0.png","../bp_images/p0009/7.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/1.png","../bp_images/p0009/7.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/2.png","../bp_images/p0009/7.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/3.png","../bp_images/p0009/7.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/4.png","../bp_images/p0009/7.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/5.png","../bp_images/p0009/7.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/0.png","../bp_images/p0009/8.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/1.png","../bp_images/p0009/8.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/2.png","../bp_images/p0009/8.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/3.png","../bp_images/p0009/8.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/4.png","../bp_images/p0009/8.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/5.png","../bp_images/p0009/8.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/0.png","../bp_images/p0009/9.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/1.png","../bp_images/p0009/9.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/2.png","../bp_images/p0009/9.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/3.png","../bp_images/p0009/9.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/4.png","../bp_images/p0009/9.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/5.png","../bp_images/p0009/9.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/0.png","../bp_images/p0009/10.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/1.png","../bp_images/p0009/10.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/2.png","../bp_images/p0009/10.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/3.png","../bp_images/p0009/10.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/4.png","../bp_images/p0009/10.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/5.png","../bp_images/p0009/10.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/0.png","../bp_images/p0009/11.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/1.png","../bp_images/p0009/11.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/2.png","../bp_images/p0009/11.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/3.png","../bp_images/p0009/11.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/4.png","../bp_images/p0009/11.png"
"Non-wiggly outline vs wiggly outline","../bp_images/p0009/5.png","../bp_images/p0009/11.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/0.png","../bp_images/p0010/6.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/1.png","../bp_images/p0010/6.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/2.png","../bp_images/p0010/6.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/3.png","../bp_images/p0010/6.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/4.png","../bp_images/p0010/6.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/5.png","../bp_images/p0010/6.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/0.png","../bp_images/p0010/7.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/1.png","../bp_images/p0010/7.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/2.png","../bp_images/p0010/7.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/3.png","../bp_images/p0010/7.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/4.png","../bp_images/p0010/7.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/5.png","../bp_images/p0010/7.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/0.png","../bp_images/p0010/8.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/1.png","../bp_images/p0010/8.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/2.png","../bp_images/p0010/8.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/3.png","../bp_images/p0010/8.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/4.png","../bp_images/p0010/8.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/5.png","../bp_images/p0010/8.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/0.png","../bp_images/p0010/9.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/1.png","../bp_images/p0010/9.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/2.png","../bp_images/p0010/9.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/3.png","../bp_images/p0010/9.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/4.png","../bp_images/p0010/9.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/5.png","../bp_images/p0010/9.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/0.png","../bp_images/p0010/10.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/1.png","../bp_images/p0010/10.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/2.png","../bp_images/p0010/10.png"
"Approximately triangular outline vs approximately convex quadrilateral outline","../bp_images/p0010/3.png","../bp_images/p0010/10.png"
