"sentence","left_image","right_image"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,BIG(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/6.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/6.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/6.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/6.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/6.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/6.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/7.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/7.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/7.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/7.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/7.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/7.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/8.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/8.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/8.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/8.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/8.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/8.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/9.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/10.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/11.png"
"LEFT(EXACTLY(1,HIGH(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/6.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/7.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/8.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/9.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/10.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/0.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/1.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/2.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/3.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/4.png","../bp_images/p002/11.png"
"RIGHT(EXISTS(LOW(FIGURES,SIZE)))","../bp_images/p002/5.png","../bp_images/p002/11.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/6.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/6.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/6.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/6.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/6.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/6.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/7.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/7.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/7.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/7.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/7.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/7.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/8.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/8.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/8.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/8.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/8.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/8.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/9.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/9.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/9.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/9.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/9.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/9.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/10.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/10.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/10.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/10.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/10.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/10.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/0.png","../bp_images/p002/11.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/1.png","../bp_images/p002/11.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/2.png","../bp_images/p002/11.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/3.png","../bp_images/p002/11.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/4.png","../bp_images/p002/11.png"
"RIGHT(EXACTLY(1,SMALL(FIGURES)))","../bp_images/p002/5.png","../bp_images/p002/11.png"
